,u1,u2,u3,u4,u5,u6,u7
u1,287,5,10,4,19,9,5
u2,22,216,2,0,13,8,3
u3,16,11,181,0,15,4,15
u4,2,1,1,97,1,4,2
u5,36,5,3,0,254,15,4
u6,17,18,4,0,29,203,6
u7,7,0,0,0,4,4,90
