,u1,u2,u3,u4,u5,u6,u7
u1,75.60976,1.9512196,0.4878049,1.4634147,17.073172,3.4146342,0.0
u2,0.65789473,74.3421,1.3157895,0.0,17.763159,5.9210525,0.0
u3,0.84033614,1.2605042,71.84874,0.0,16.386555,9.663865,0.0
u4,3.2,0.0,0.0,91.2,5.6,0.0,0.0
u5,1.9354838,0.0,1.6129032,0.32258064,85.80645,10.32258,0.0
u6,0.0,0.5681818,0.5681818,0.0,12.5,86.36364,0.0
u7,8.441559,0.64935064,1.2987013,1.9480519,19.48052,3.2467532,64.93507
