,u1,u2,u3,u4,u5,u6,u7
u1,40,1,4,1,3,2,2
u2,3,205,1,3,10,3,0
u3,0,5,124,32,10,7,2
u4,4,11,4,74,32,2,19
u5,8,21,10,23,118,5,6
u6,2,14,10,7,1,144,4
u7,1,22,10,19,2,3,87
