,u1,u2,u3,u4,u5,u6,u7
u1,62.992126,16.141733,7.4803147,0.0,10.629921,2.3622048,0.39370078
u2,0.36900368,74.35424,8.671587,0.0,6.826568,7.195572,2.583026
u3,0.0,23.45679,70.12346,0.24691358,2.9629629,2.2222223,0.9876543
u4,0.9708738,10.679611,4.854369,73.78641,3.883495,0.0,5.8252425
u5,0.6329114,24.683544,4.43038,0.0,68.35443,1.2658228,0.6329114
u6,0.0,21.511627,9.011628,0.0,4.9418607,63.953487,0.5813953
u7,0.5813953,25.0,8.72093,0.0,5.8139534,3.488372,56.395348
