,u1,u2,u3,u4,u5,u6,u7
u1,44,0,1,1,4,3,0
u2,0,208,3,3,4,6,1
u3,0,1,136,30,4,7,2
u4,0,5,2,122,5,2,10
u5,0,8,3,13,151,6,10
u6,0,0,1,3,2,174,2
u7,0,0,1,15,5,6,117
