,u1,u2,u3,u4,u5,u6,u7
u1,86.79245,0.0,1.8867924,3.7735848,1.8867924,3.7735848,1.8867924
u2,0.0,90.666664,1.7777778,4.0,0.44444445,2.6666667,0.44444445
u3,0.0,0.5555556,80.55556,16.666666,0.0,0.0,2.2222223
u4,0.0,0.6849315,2.0547945,92.46575,1.369863,0.6849315,2.739726
u5,1.0471205,1.5706806,5.7591624,9.947644,74.86911,1.0471205,5.7591624
u6,0.0,0.0,8.791209,2.7472527,0.0,84.61539,3.8461537
u7,0.0,0.0,0.6944444,11.111111,0.6944444,2.7777777,84.72222
