,u1,u2,u3,u4,u5,u6,u7
u1,77,10,2,0,27,6,0
u2,14,219,7,2,44,27,20
u3,12,13,111,1,29,9,8
u4,2,23,5,68,9,2,5
u5,17,65,9,4,167,17,4
u6,4,54,1,0,38,156,3
u7,5,47,6,2,53,6,23
