,u1,u2,u3,u4,u5,u6,u7
u1,63.114754,8.196721,1.6393442,0.0,22.131147,4.9180326,0.0
u2,4.204204,65.76576,2.102102,0.6006006,13.213213,8.1081085,6.0060062
u3,6.557377,7.103825,60.65574,0.5464481,15.846994,4.9180326,4.371585
u4,1.754386,20.175438,4.385965,59.649124,7.894737,1.754386,4.385965
u5,6.007067,22.968199,3.180212,1.4134276,59.0106,6.007067,1.4134276
u6,1.5625,21.09375,0.390625,0.0,14.84375,60.9375,1.171875
u7,3.5211267,33.09859,4.2253523,1.4084507,37.323944,4.2253523,16.197184
