,u1,u2,u3,u4,u5,u6,u7
u1,154,15,5,3,3,1,1
u2,10,383,17,13,7,10,3
u3,41,64,245,5,12,7,4
u4,5,52,8,166,4,0,0
u5,13,55,12,5,150,15,3
u6,7,45,10,9,6,172,7
u7,13,12,4,19,5,2,87
