,u1,u2,u3,u4,u5,u6,u7
u1,155,4,1,3,35,7,0
u2,1,113,2,0,27,9,0
u3,2,3,171,0,39,23,0
u4,4,0,0,114,7,0,0
u5,6,0,5,1,266,32,0
u6,0,2,2,0,44,304,0
u7,13,1,2,3,30,5,100
