,u1,u2,u3,u4,u5,u6,u7
u1,62.92683,0.0,6.3414636,2.9268293,20.487804,5.8536587,1.4634147
u2,1.9736842,61.18421,3.9473684,1.3157895,17.105263,13.157895,1.3157895
u3,0.0,0.0,80.2521,0.42016807,10.084034,8.403361,0.84033614
u4,0.8,0.0,7.2,88.0,2.4,0.8,0.8
u5,0.9677419,1.2903225,14.5161295,0.9677419,67.09677,14.5161295,0.6451613
u6,0.0,0.0,4.8295455,0.0,7.3863635,86.64773,1.1363636
u7,4.5454545,0.64935064,4.5454545,3.2467532,27.922077,9.74026,49.35065
