,u1,u2,u3,u4,u5,u6,u7
u1,83.01887,0.0,1.8867924,1.8867924,7.5471697,5.6603775,0.0
u2,0.0,92.44444,1.3333334,1.3333334,1.7777778,2.6666667,0.44444445
u3,0.0,0.5555556,75.55556,16.666666,2.2222223,3.8888888,1.1111112
u4,0.0,3.4246576,1.369863,83.561646,3.4246576,1.369863,6.849315
u5,0.0,4.188482,1.5706806,6.8062825,79.057594,3.1413612,5.235602
u6,0.0,0.0,0.5494506,1.6483517,1.0989012,95.60439,1.0989012
u7,0.0,0.0,0.6944444,10.416667,3.4722223,4.1666665,81.25
