,u1,u2,u3,u4,u5,u6,u7
u1,52.755905,19.68504,12.598425,0.39370078,6.2992125,5.5118113,2.7559056
u2,0.18450184,79.8893,11.9926195,0.0,1.4760147,3.8745387,2.583026
u3,0.9876543,21.481482,66.17284,0.24691358,2.4691358,6.1728396,2.4691358
u4,0.0,19.417477,3.883495,67.96117,4.854369,0.9708738,2.9126213
u5,0.3164557,16.455696,17.088608,0.0,56.329113,4.746835,5.063291
u6,0.5813953,20.639534,11.627907,0.0,0.872093,64.825584,1.4534883
u7,1.1627907,15.697675,15.697675,0.0,1.1627907,4.0697675,62.2093
