,u1,u2,u3,u4,u5,u6,u7
u1,160,41,19,0,27,6,1
u2,2,403,47,0,37,39,14
u3,0,95,284,1,12,9,4
u4,1,11,5,76,4,0,6
u5,2,78,14,0,216,4,2
u6,0,74,31,0,17,220,2
u7,1,43,15,0,10,6,97
