,u1,u2,u3,u4,u5,u6,u7
u1,69.590645,7.017544,1.1695906,0.0,13.450293,1.754386,7.017544
u2,3.5294118,74.117645,1.7647059,0.5882353,14.705882,0.5882353,4.7058825
u3,9.931507,5.1369863,54.10959,0.34246576,18.49315,4.452055,7.5342464
u4,5.4347825,4.347826,3.2608695,53.260868,28.26087,0.0,5.4347825
u5,6.7961164,5.8252425,3.883495,0.9708738,76.21359,3.883495,2.4271846
u6,3.3783784,11.486486,2.0270271,0.0,2.0270271,80.4054,0.6756757
u7,3.3707864,8.988764,0.0,0.0,4.494382,0.0,83.146065
