,u1,u2,u3,u4,u5,u6,u7
u1,155,3,4,1,40,2,0
u2,5,130,0,1,14,2,0
u3,11,4,166,0,36,21,0
u4,6,0,0,116,3,0,0
u5,6,21,6,2,245,29,1
u6,13,18,1,1,57,262,0
u7,30,2,0,7,39,4,72
