,u1,u2,u3,u4,u5,u6,u7
u1,60.65574,7.377049,4.9180326,0.8196721,13.114754,4.0983605,9.016394
u2,0.0,72.072075,1.5015016,0.9009009,16.216217,3.0030031,6.3063064
u3,0.0,6.010929,76.50273,1.6393442,7.103825,4.371585,4.371585
u4,0.0,1.754386,4.385965,63.157894,19.298246,0.877193,10.526316
u5,0.7067138,10.600707,1.7667844,0.3533569,66.784454,8.480565,11.307421
u6,0.0,12.890625,1.953125,0.0,15.625,69.140625,0.390625
u7,0.0,7.746479,4.9295774,0.0,30.985916,1.4084507,54.929577
