,u1,u2,u3,u4,u5,u6,u7
u1,80.21978,10.439561,6.5934067,1.6483517,1.0989012,0.0,0.0
u2,0.6772009,86.23025,7.44921,1.5801355,2.0316026,1.8058691,0.22573364
u3,1.0582011,16.666666,75.92593,1.8518518,3.9682539,0.52910054,0.0
u4,1.7021277,16.595745,13.191489,65.106384,2.5531914,0.0,0.85106385
u5,0.7905138,18.181818,10.27668,1.9762846,67.98419,0.7905138,0.0
u6,0.390625,20.703125,8.984375,2.734375,5.078125,60.9375,1.171875
u7,1.4084507,9.154929,8.450705,2.1126761,10.56338,0.70422536,67.60564
