,u1,u2,u3,u4,u5,u6,u7
u1,74,9,6,1,16,5,11
u2,0,240,5,3,54,10,21
u3,0,11,140,3,13,8,8
u4,0,2,5,72,22,1,12
u5,2,30,5,1,189,24,32
u6,0,33,5,0,40,177,1
u7,0,11,7,0,44,2,78
