,u1,u2,u3,u4,u5,u6,u7
u1,24,13,2,14,46,17,6
u2,1,223,6,3,38,58,4
u3,0,11,137,12,15,8,0
u4,1,10,4,78,15,3,3
u5,0,34,11,13,165,54,6
u6,0,12,13,0,27,202,2
u7,1,44,9,12,44,16,16
