,u1,u2,u3,u4,u5,u6,u7
u1,75.60976,1.4634147,1.9512196,0.4878049,19.512196,0.9756098,0.0
u2,3.2894738,85.52631,0.0,0.65789473,9.210526,1.3157895,0.0
u3,4.6218486,1.6806723,69.7479,0.0,15.12605,8.823529,0.0
u4,4.8,0.0,0.0,92.8,2.4,0.0,0.0
u5,1.9354838,6.774194,1.9354838,0.6451613,79.03226,9.354838,0.32258064
u6,3.6931818,5.1136365,0.2840909,0.2840909,16.193182,74.431816,0.0
u7,19.48052,1.2987013,0.0,4.5454545,25.324675,2.5974026,46.753246
