,u1,u2,u3,u4,u5,u6,u7
u1,73.17073,0.9756098,1.4634147,2.4390244,17.073172,2.4390244,2.4390244
u2,1.3157895,86.18421,0.0,0.0,8.552631,3.2894738,0.65789473
u3,2.5210085,0.84033614,73.52941,0.0,12.184874,9.663865,1.2605042
u4,0.0,0.0,0.0,95.2,2.4,0.0,2.4
u5,0.9677419,2.903226,7.419355,0.6451613,61.612904,22.258064,4.193548
u6,0.5681818,1.9886364,1.4204545,0.5681818,11.079545,82.670456,1.7045455
u7,4.5454545,1.2987013,1.2987013,2.5974026,17.532467,1.9480519,70.77922
