,u1,u2,u3,u4,u5,u6,u7
u1,46,0,1,2,1,2,1
u2,0,204,4,9,1,6,1
u3,0,1,145,30,0,0,4
u4,0,1,3,135,2,1,4
u5,2,3,11,19,143,2,11
u6,0,0,16,5,0,154,7
u7,0,0,1,16,1,4,122
