,u1,u2,u3,u4,u5,u6,u7
u1,47,8,35,0,56,0,25
u2,0,92,9,0,52,3,14
u3,0,3,149,1,126,2,11
u4,0,0,8,30,44,0,10
u5,0,2,21,1,170,2,10
u6,0,2,7,0,41,94,4
u7,0,4,2,0,20,0,63
