,u1,u2,u3,u4,u5,u6,u7
u1,61.47541,5.7377048,0.8196721,0.0,28.688524,0.8196721,2.4590163
u2,0.3003003,63.363365,1.5015016,0.3003003,24.024025,7.207207,3.3033032
u3,0.0,6.010929,75.409836,0.0,13.661202,2.1857924,2.7322404
u4,0.0,1.754386,2.631579,64.91228,27.192982,2.631579,0.877193
u5,1.0600706,4.2402825,3.180212,0.0,88.69258,0.3533569,2.4734983
u6,0.78125,3.90625,3.125,0.0,19.140625,71.875,1.171875
u7,0.70422536,14.788733,6.338028,0.0,38.732395,2.8169014,36.619717
