,u1,u2,u3,u4,u5,u6,u7
u1,92.0354,1.4749262,4.424779,0.5899705,0.0,1.4749262,0.0
u2,16.287878,76.893936,0.75757575,0.37878788,0.75757575,4.5454545,0.37878788
u3,7.4380164,2.892562,87.19009,0.0,0.8264463,1.2396694,0.41322315
u4,3.7037036,0.9259259,3.7037036,90.74074,0.0,0.0,0.9259259
u5,19.242903,5.362776,8.832808,0.0,53.62776,12.302839,0.6309148
u6,13.718411,3.9711192,6.498195,0.0,1.8050542,73.2852,0.72202164
u7,9.523809,4.7619047,7.6190476,0.0,0.95238096,5.714286,71.42857
