,u1,u2,u3,u4,u5,u6,u7
u1,130,6,4,3,41,16,5
u2,1,111,4,0,19,16,1
u3,6,1,140,1,27,62,1
u4,11,1,3,102,2,2,4
u5,12,19,25,7,169,68,10
u6,4,4,14,2,43,281,4
u7,22,2,5,3,27,20,75
