,u1,u2,u3,u4,u5,u6,u7
u1,27.48538,4.6783624,20.467836,0.0,32.74854,0.0,14.619883
u2,0.0,54.117645,5.2941175,0.0,30.588236,1.7647059,8.235294
u3,0.0,1.0273973,51.027397,0.34246576,43.150684,0.6849315,3.7671232
u4,0.0,0.0,8.695652,32.608696,47.826088,0.0,10.869565
u5,0.0,0.9708738,10.194175,0.4854369,82.52427,0.9708738,4.854369
u6,0.0,1.3513514,4.7297297,0.0,27.702703,63.51351,2.7027028
u7,0.0,4.494382,2.247191,0.0,22.47191,0.0,70.786514
