,u1,u2,u3,u4,u5,u6,u7
u1,84.66077,1.4749262,2.9498525,1.179941,5.6047196,2.6548672,1.4749262
u2,8.333333,81.818184,0.75757575,0.0,4.9242425,3.030303,1.1363636
u3,6.6115704,4.5454545,74.79339,0.0,6.198347,1.6528926,6.198347
u4,1.8518518,0.9259259,0.9259259,89.81481,0.9259259,3.7037036,1.8518518
u5,11.356467,1.5772871,0.9463722,0.0,80.12618,4.731861,1.2618296
u6,6.137184,6.498195,1.4440433,0.0,10.469314,73.2852,2.166065
u7,6.6666665,0.0,0.0,0.0,3.8095238,3.8095238,85.71429
