,u1,u2,u3,u4,u5,u6,u7
u1,31.868132,13.736263,40.10989,3.2967033,8.791209,2.1978023,0.0
u2,0.0,74.492096,6.094808,2.7088037,3.8374717,11.963882,0.90293455
u3,0.0,17.724867,68.51852,1.5873016,8.201058,3.7037036,0.26455027
u4,0.0,19.574469,4.680851,57.87234,8.510638,5.106383,4.255319
u5,0.0,20.948616,6.3241105,1.1857708,61.66008,9.486166,0.3952569
u6,0.0,15.234375,4.296875,3.90625,5.46875,71.09375,0.0
u7,0.70422536,14.084507,3.5211267,3.5211267,50.0,2.8169014,25.352112
