,u1,u2,u3,u4,u5,u6,u7
u1,72.271385,4.424779,4.719764,0.5899705,15.044248,1.7699115,1.179941
u2,7.1969695,71.21212,1.8939394,0.37878788,17.045454,2.2727273,0.0
u3,12.396694,4.5454545,66.1157,3.3057852,11.983471,1.2396694,0.41322315
u4,19.444445,0.0,12.037037,62.037037,5.5555553,0.0,0.9259259
u5,4.1009464,5.362776,5.6782336,1.2618296,77.917984,5.6782336,0.0
u6,9.386282,11.913358,9.386282,0.72202164,25.63177,42.96029,0.0
u7,27.619047,3.8095238,10.476191,0.0,11.428572,6.6666665,40.0
