,u1,u2,u3,u4,u5,u6,u7
u1,19.67213,10.655738,1.6393442,11.4754095,37.704918,13.934426,4.9180326
u2,0.3003003,66.966965,1.8018018,0.9009009,11.411411,17.417418,1.2012012
u3,0.0,6.010929,74.86339,6.557377,8.196721,4.371585,0.0
u4,0.877193,8.77193,3.508772,68.42105,13.157895,2.631579,2.631579
u5,0.0,12.014134,3.8869257,4.5936394,58.303886,19.081272,2.1201413
u6,0.0,4.6875,5.078125,0.0,10.546875,78.90625,0.78125
u7,0.70422536,30.985916,6.338028,8.450705,30.985916,11.267606,11.267606
