,u1,u2,u3,u4,u5,u6,u7
u1,60.233917,7.017544,10.526316,1.1695906,15.789474,1.1695906,4.0935674
u2,2.3529413,74.70588,6.470588,0.0,14.117647,0.5882353,1.7647059
u3,3.4246576,1.369863,78.42466,0.34246576,13.356164,1.0273973,2.0547945
u4,3.2608695,0.0,8.695652,55.434784,30.434782,1.0869565,1.0869565
u5,0.4854369,3.3980582,14.07767,0.0,78.64078,0.9708738,2.4271846
u6,0.0,4.7297297,1.3513514,0.0,3.3783784,90.54054,0.0
u7,2.247191,6.741573,11.235955,0.0,3.3707864,0.0,76.404495
