,u1,u2,u3,u4,u5,u6,u7
u1,129,0,13,6,42,12,3
u2,3,93,6,2,26,20,2
u3,0,0,191,1,24,20,2
u4,1,0,9,110,3,1,1
u5,3,4,45,3,208,45,2
u6,0,0,17,0,26,305,4
u7,7,1,7,5,43,15,76
