,u1,u2,u3,u4,u5,u6,u7
u1,152,51,33,1,12,4,1
u2,0,465,51,0,4,16,6
u3,3,107,275,0,8,10,2
u4,0,11,5,86,0,1,0
u5,2,83,48,1,171,7,4
u6,0,99,36,0,5,200,4
u7,1,54,23,0,0,9,85
