model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
stft2d_speccnn,0.7110196616369456,0.6615168539325843,0.6426680783483325,0.634417808219178,0.7947941888619855,0.6929518492672715,0.7890625,0.7930419268510259
