model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
xgb_stft_feats,0.699222679469593,0.596441947565543,0.6982530439385919,0.6746575342465754,0.7391041162227603,0.7222609909281228,0.7272135416666666,0.7957181088314005
