model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
stft2d_resnet18,0.7094650205761317,0.6427902621722846,0.7051349920592906,0.7251712328767124,0.6997578692493946,0.7173761339846476,0.720703125,0.8162355040142729
