model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
xgb_stft_feats,0.7312299954275263,0.6423220973782772,0.7326627845420858,0.7157534246575342,0.7736077481840193,0.7320307048150733,0.74609375,0.8305084745762712
