model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
cnn_stft1d,0.7564700502972108,0.6966292134831461,0.741132874536792,0.7448630136986302,0.7699757869249395,0.7424982554082344,0.78515625,0.8670829616413916
