model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
stft2d_resnet18,0.5470507544581619,0.477059925093633,0.567496029645315,0.5393835616438356,0.5460048426150121,0.48220516399162594,0.6119791666666666,0.6494201605709188
