model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
xgb_stft_feats,0.7333333333333333,0.6465355805243446,0.7289571201694018,0.711472602739726,0.7730024213075061,0.7341242149337055,0.7578125,0.8358608385370205
