model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
stft_embed_xgb,0.7530864197530864,0.6713483146067416,0.7522498676548438,0.7585616438356164,0.8002421307506054,0.7264480111653873,0.7708333333333334,0.8447814451382694
