model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
cnn_mel1d,0.7365340649291267,0.6928838951310862,0.7019587083112758,0.7422945205479452,0.784503631961259,0.7166782972784368,0.7799479166666666,0.7671721677074042
