model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
cnn_stft1d,0.7754915409236397,0.726123595505618,0.7485442032821599,0.7337328767123288,0.8190072639225182,0.7725052337752966,0.7962239583333334,0.8697591436217663
