model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
cnn_cwt1d,0.4851394604481024,0.46254681647940077,0.47697194282689254,0.4717465753424658,0.5175544794188862,0.45638520586182835,0.4602864583333333,0.5789473684210527
