model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
cnn_cwt1d,0.7158664837677183,0.6713483146067416,0.718369507676019,0.6866438356164384,0.7699757869249395,0.6873691556175855,0.7239583333333334,0.7725245316681534
