model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
cnn_mel1d,0.7387288523090992,0.6816479400749064,0.7273689782953944,0.7482876712328768,0.7784503631961259,0.6769016050244243,0.7591145833333334,0.8492417484388939
