model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
stft2d_resnet18,0.6783721993598537,0.600187265917603,0.698782424563261,0.646404109589041,0.6955205811138014,0.6817864619678995,0.6783854166666666,0.7966101694915254
