model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
stft2d_speccnn,0.6918152720621856,0.6568352059925093,0.6421386977236633,0.6232876712328768,0.7518159806295399,0.688764829030007,0.7044270833333334,0.8117752007136485
