model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
cnn_stft1d,0.724554183813443,0.6306179775280899,0.725780836421387,0.7106164383561644,0.7899515738498789,0.6615491974877878,0.7766927083333334,0.8287243532560215
