model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
cnn_stft1d,0.7434842249657064,0.6867977528089888,0.7368978295394388,0.7226027397260274,0.8038740920096852,0.7006280530355897,0.74609375,0.8465655664585192
