model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
resnet18,0.6758688614262888,0.6240636704119851,0.5907887771307571,0.6621043627031651,0.7221549636803875,0.6910229645093946,0.6651465798045603,0.7758007117437722
