model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
cnn,0.7413808870598994,0.7322097378277154,0.706723133933298,0.7722602739726028,0.7941888619854721,0.7041172365666434,0.6803385416666666,0.8385370205173952
