model,overall_acc,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,task5_acc,task6_acc
cnn_stft1d,0.7315957933241883,0.6779026217228464,0.7284277395447326,0.7191780821917808,0.7736077481840193,0.7117934403349616,0.7721354166666666,0.760035682426405
